customer_message,brand_response,human_intent,human_decision,human_reason,simple_reply_pred,trivial_intent,trivial_decision,trivial_reply,simple_intent,simple_decision
@AmazonHelp got dis defective addidas shoe #worst quality https://t.co/fiiSRAUrjp,"@297205 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA",NON_ENGLISH,ESCALATE,Rule-based Proxy,"@297205 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
@AmazonHelp Yes and if I would have known it wouldn’t be here today I wouldn’t have ordered,@129590 We'd like to help! What's the current tracking and carrier shown here: https://t.co/Y5jpI9gRhE?  ^AG,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@129590 We'd like to help! What's the current tracking and carrier shown here: https://t.co/Y5jpI9gRhE?  ^AG,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@117804 Tenho dúvidas: Nunca fiz, posso? Passou 3,4,6... meses  posso cancelar caso fique sem $$ para pagar?",@416383 Pode verificar mais informação no seguinte link https://t.co/xMqXbPDwMa ^VL,NON_ENGLISH,ESCALATE,Rule-based Proxy,@416383 Pode verificar mais informação no seguinte link https://t.co/xMqXbPDwMa ^VL,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
"@AmazonHelp Ok merci....
Et comment puis-je transformer mon compte pour parrainer ? Merci !","@693572 Vous devez avoir l'abonnement et le payer, annuellement ou mensuellement. ^BR",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@693572 Vous devez avoir l'abonnement et le payer, annuellement ou mensuellement. ^BR",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115821  Order shows delivered in account but actually not delivered #PoorService @118702 is the best,"@724932 I'm so sorry to know this, Nikhil. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MP",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@724932 I'm so sorry to know this, Nikhil. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MP",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"Echo blieb heute bei einer Folge der Drei Fragezeichen wieder 2x an der selben Stelle stehen. 
Hab bald echt die Schnauze voll. @AmazonHelp","@202509 Hi, bitte informiere - am besten telefonisch - die Kollegen vom Echo Support zur Prüfung: https://t.co/UecrMDgcTC ^SI",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@202509 Hi, bitte informiere - am besten telefonisch - die Kollegen vom Echo Support zur Prüfung: https://t.co/UecrMDgcTC ^SI",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp I've contacted the seller now, I just want to finish knitting a scarf! 😂 Thank you for your help!",@197802 I certainly understand! Let us know if you have any other questions/concerns. We're always happy to help any way we can. ^WJ,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@197802 I certainly understand! Let us know if you have any other questions/concerns. We're always happy to help any way we can. ^WJ,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp Non , c'est ma première commande sur Amazon, je ne sais pas comment faire (:",@217511 Il est possible de le faire via ce lien  https://t.co/hgIrz98cdI ^SN,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@217511 Il est possible de le faire via ce lien  https://t.co/hgIrz98cdI ^SN,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp Geändert ich habe es am 2 Oktober vorbestellt und es sollte Freitag da sein... Jetzt soll es erst am Montag ankommen. Könnt ihr was machen?,"@409604 Oje - Da können wir leider nichts machen. Siehe Punkt ""Änderungen nach Aufgabe der Bestellung"" unter https://t.co/tngWcuirp2 ^DS",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@409604 Oje - Da können wir leider nichts machen. Siehe Punkt ""Änderungen nach Aufgabe der Bestellung"" unter https://t.co/tngWcuirp2 ^DS",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
Amazon customer care service from excellent to pathetic. Not able to handle pressure? @115850,@206027 wrong so that we could assist you accordingly. (2/2) ^ST,NON_ENGLISH,ESCALATE,Rule-based Proxy,@206027 wrong so that we could assist you accordingly. (2/2) ^ST,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
"@AmazonHelp Also, episodes 01 and 03 don't have English subtitles, but episodes 02 and 04 do. What's up?",@214948 Which Amazon site are you using? ^BM,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@214948 Which Amazon site are you using? ^BM,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp Merci. Je elle fais dans la journée.,"@520629 A votre service. 
^ARC",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@520629 A votre service. 
^ARC",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
Amazon prime now で届いた冷凍オムライス普通にうまいわ https://t.co/HgeN78jtD7,@807435 おはようございます。Amazonです。Prime Nowをご利用いただきありがとうございます！喜んでいただけてうれしいです✨✨✨ SK,TECH_SUPPORT,AUTO_HANDLE,Rule-based Proxy,@807435 おはようございます。Amazonです。Prime Nowをご利用いただきありがとうございます！喜んでいただけてうれしいです✨✨✨ SK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",TECH_SUPPORT,AUTO_HANDLE
@AmazonHelp why’d I clicked 2 day shipping on MONDAY and still don’t have my package?,@223122 Thanks for reaching out! We're here to help. What was the original delivery date provided to you in your order confirmation e-mail: https://t.co/pyS7YNbHrQ? ^LH,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@223122 Thanks for reaching out! We're here to help. What was the original delivery date provided to you in your order confirmation e-mail: https://t.co/pyS7YNbHrQ? ^LH,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
My shower curtain hasn’t arrived and I’m bummed. You got 4 more hours @115821,@744636 Don't worry we delivery until 8pm! Let us know if you don't receive it by then! ^LS,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@744636 Don't worry we delivery until 8pm! Let us know if you don't receive it by then! ^LS,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
@120533 c'est quoi cette blague des 49€99 qui est déduit sur mon compte alors que j'ai commander 1 fois en 6 mois,"@626124 Bonjour, avez-vous signalé cela à notre service client afin de vérifier cette transaction ? ^KD",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@626124 Bonjour, avez-vous signalé cela à notre service client afin de vérifier cette transaction ? ^KD",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@116313 消費者としては大歓迎なのですが発送業者を見直して欲しい。
私はプライム会員ですが、千葉県だと #カトーレック も酷かったけど #TMG便 という史上最低最悪の業者もいる。
時間が遅れるのは仕方ないにせよ当日中に配達して欲しい。
こんなこと続けてるとAmazon.JPの信用問題になりますよ。",@252346 ご意見をありがとうございます。いただいたご意見、ご要望をもとに、当サイトでは今後、より多くのお客様にご満足いただけるよう配送サービスの改善に努めてまいります。 SK,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@252346 ご意見をありがとうございます。いただいたご意見、ご要望をもとに、当サイトでは今後、より多くのお客様にご満足いただけるよう配送サービスの改善に努めてまいります。 SK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
"@AmazonHelp Yes I called and emailed. The person I called from fed ex told me that Furniture Mania, the 3rd party that sold the furniture, printed the",@344456 We'd be happy to look into available options with you by phone here: https://t.co/hApLpMlfHN ^JM,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@344456 We'd be happy to look into available options with you by phone here: https://t.co/hApLpMlfHN ^JM,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115850 @AmazonHelp Again u showed ur pathetic service. U r doing fraud.,@628422 That's quite a remark. Could you please let us what went wrong so that we can assist you accordingly? ^HS,NON_ENGLISH,ESCALATE,Rule-based Proxy,@628422 That's quite a remark. Could you please let us what went wrong so that we can assist you accordingly? ^HS,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
@AmazonHelp Non j’ai rien fait à part contacter @132743 . Mais je suis sans nouvelles...,"@228323 Je vous invite à signaler cela à notre SAV via le lien suivant : https://t.co/hgIrz98cdI
^SM",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@228323 Je vous invite à signaler cela à notre SAV via le lien suivant : https://t.co/hgIrz98cdI
^SM",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"我が子へのクリスマスプレゼントがAmazonから到着しました。
昼間に届いたので「はこ、とどいた？それ、なーに？」と我が子がまとわりついて離れません。(^_^;)
中身がバレないよう夜遅くに開封するしかないな…面倒くさい…と思いつつ、好きそうな物だから喜んでくれたらいいなと楽しみでもあります。","@785977 |・`ω・)ﾁﾗｯ
ママサンタさんは、そろそろ忙しくなる時期になりますよね～（＾ω＾）
きっと、喜んでくれますね( *´艸｀).｡oO(勝手に妄想、、、、)
Amazonのご利用ありがとうございました。TY",DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,"@785977 |・`ω・)ﾁﾗｯ
ママサンタさんは、そろそろ忙しくなる時期になりますよね～（＾ω＾）
きっと、喜んでくれますね( *´艸｀).｡oO(勝手に妄想、、、、)
Amazonのご利用ありがとうございました。TY",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
@115850 why I am sharing details I have provide our order number &amp; my registered contact number on fraud Amazon 9599953098.,"@683076 I get your concern. However, since Twitter is a social media platform, we'd not be able to check/access your account. Hence, kindly drop in your details through the link provided earlier &amp; we'll reach out to you soon. Appreciate your understanding. ^EM",DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,"@683076 I get your concern. However, since Twitter is a social media platform, we'd not be able to check/access your account. Hence, kindly drop in your details through the link provided earlier &amp; we'll reach out to you soon. Appreciate your understanding. ^EM",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
"@AmazonHelp あ！
わざわざ申し訳ないです💧

予想以上にいろいろ聴けるのでビックリしました。
続けてみますね。",@809983 ありがとうございます。Amazonプライムの特典は色々ございますので、ぜひ、ご利用ください。ご不明な点などございましたら、お知らせくださいませ。https://t.co/UJMBDwGK16 ET https://t.co/uXfyPATpGa,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@809983 ありがとうございます。Amazonプライムの特典は色々ございますので、ぜひ、ご利用ください。ご不明な点などございましたら、お知らせくださいませ。https://t.co/UJMBDwGK16 ET https://t.co/uXfyPATpGa,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@115850, guys, you promised delivery by today 8pm, and without sharing any updates with me, the order page now shows 'arriving tomorrow'. Bad service much?",@283431 That's unusual. We'd like to make this right for you. Please report this to our support team here: https://t.co/rS49hgaADF so that we can sort this out for you. ^BV,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@283431 That's unusual. We'd like to make this right for you. Please report this to our support team here: https://t.co/rS49hgaADF so that we can sort this out for you. ^BV,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"Different products were delivered and it is totally a disappointment from @115850 Had ordered Bosch's set bit got Tarparia's, WHY?? https://t.co/mDiL2XZXSK",@192222 I'm sorry for the wrong item delivered. Kindly contact our team here: https://t.co/vlvfJr4nN9 and we'll check it.^GK,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@192222 I'm sorry for the wrong item delivered. Kindly contact our team here: https://t.co/vlvfJr4nN9 and we'll check it.^GK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115821 @115850 @115851 @122951 another delivery screwup by amazon india like always for order no 4__credit_card__. Shut down amazon.,@483574 Apologies for the unpleasant experience. Kindly share your details here:https://t.co/beaaDm0muc we'll have this checked. ^EM,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@483574 Apologies for the unpleasant experience. Kindly share your details here:https://t.co/beaaDm0muc we'll have this checked. ^EM,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp ...drive in our driveway this morning and turn around without stopping to try the bell. This is the second time... See message,@323513 Thank you for reaching out today. I've responded to the direct message you sent us. ^GR,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@323513 Thank you for reaching out today. I've responded to the direct message you sent us. ^GR,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115821 didn't leave a slip https://t.co/LXLrprnKrH,@666949 Hello- Was someone available at the delivery address at the time the delivery attempt was made? Do you know who the carrier for your order is? ^NV,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@666949 Hello- Was someone available at the delivery address at the time the delivery attempt was made? Do you know who the carrier for your order is? ^NV,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
@115850 @115850 This is your Amazon Transport Service. Falsely updated delay request from customer and now delaying delivery of product by 4 days. https://t.co/JvZEzoyJ6P,@340262 We apologize for the unforeseen delay. We'll ensure to get the order home at the earliest. ^CB,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@340262 We apologize for the unforeseen delay. We'll ensure to get the order home at the earliest. ^CB,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"loving the #AmazonFestiveRiddles @115850 
So much fun !",@319980 That's what we like to hear! You're welcome. ^JS,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@319980 That's what we like to hear! You're welcome. ^JS,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
@AmazonHelp USPS,"@198104 Please contact us via e-mail so we can submit feedback to the carrier: https://t.co/hApLpMlfHN, and keep us posted. ^KB",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@198104 Please contact us via e-mail so we can submit feedback to the carrier: https://t.co/hApLpMlfHN, and keep us posted. ^KB",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp No it's from you. I already stated that the wrong item was shipped and a new one is coming. I'm worried about issues sending it back.,"@323703 Since you selected wrong item, you'll be good to go! Let us know if you run into any trouble though. We'd love to help! ^AJ",NON_ENGLISH,ESCALATE,Rule-based Proxy,"@323703 Since you selected wrong item, you'll be good to go! Let us know if you run into any trouble though. We'd love to help! ^AJ",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
"@115850 @AmazonHelp @23773 @951 
Just wasted 15k on a defective G5S PLUS. Lost faith in Amazon &amp; Moto. *Sighs*","@316898 For technical assistance/ troubleshooting. Should they deny, procure a service denial letter and share the same with us. (2/n)^SV",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@316898 For technical assistance/ troubleshooting. Should they deny, procure a service denial letter and share the same with us. (2/n)^SV",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115850 how disgraceful is that the delivery guy is refusing to deliver the product and asking me to collect it from a random place !,"@356367 Hi! I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@356367 Hi! I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp I haven't spoken to anyone yet, I've only just noticed &amp; would like to know the best way to contact someone to get this sorted please 😊",@750419 Please contact us here: https://t.co/JzP7hlA23B by phone or chat so an agent can check your account. ^JJ,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@750419 Please contact us here: https://t.co/JzP7hlA23B by phone or chat so an agent can check your account. ^JJ,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115850 my phone no. Is 7417675576 I have some complaints regarding return not solved by any representative pl help me,@122719 here as we consider them to be personal information. Our page is visible to public. (2/2) ^GS,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@122719 here as we consider them to be personal information. Our page is visible to public. (2/2) ^GS,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp a) Order replacement for 1 of the item. Shipping will be expedited all good there. b) Another item was ordered at a discounted price before, which rep is not agreeing to match now. Not acceptable. c) One of the item (ship&amp;sold by Amazon) now has wait period of month or more. :|",@798785 I know how frustrating this can be. Please leave feedback via the survey that can be found at the bottom of the emails sent after correspondence with our Agents. ^BA,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@798785 I know how frustrating this can be. Please leave feedback via the survey that can be found at the bottom of the emails sent after correspondence with our Agents. ^BA,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
My shipment on @117795 is late AGAIN and now @117093 is not working.... amazon is pissing me off.,"@342204 Sorry for the troubles, Caitlyn! What does the latest tracking say: https://t.co/Y5jpI9gRhE? 1/2",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@342204 Sorry for the troubles, Caitlyn! What does the latest tracking say: https://t.co/Y5jpI9gRhE? 1/2",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
